NTEE_CD,text
G43,"ME2HEALTH PROJECT: WORKING WITH ME2HEALTH, THE ""ASSESSING THE FEASIBILITY OF A SECURE, CLOUD- BASED PLATFORM TO RECEIVE PERSONAL HEALTH INFORMATION FROM AN ELECTRONIC HEALTH RECORD"" PROJECT SEEKS TO DEVELOP A USER INTERFACE, BACKEND FUNCTIONALITY, DATA TRANSFERS AND EASE OF USE FOR THE PATIENT/INSTITUTION TO SEAMLESSLY AND SECURELY SHARE INFORMATION TO MAXIMIZE PATIENT AWARENESS AND INVOLVEMENT IN HEALTHCARE DECISION-MAKING. THIS PROJECT IS COMPLETE. DEDICATION TO THE ADVANCEMENT OF OUTCOMES RESEARCH AND QUALITY ASSESSMENT/IMPROVEMENT IN CARDIOVASCULAR DISEASE."
G98,"THE ORGANIZATION SERVES AS AN EXTENSION OF A SAINT LUKE'S HEALTH SYSTEM HOSPITAL TO OPERATE AS A HOSPITAL-AFFILIATED ORTHOPAEDIC PRACTICE. IT IS AN INNOVATIVE, CLINICALLY DRIVEN PROGRAM FOCUSED ON ACHIEVING, AMONG OTHER MATTERS, THE GOALS AND OBJECTIVES OF (I) EXCELLENCE IN THE DELIVERY OF ORTHOPAEDIC CLINICAL CARE; (II) LEADERSHIP IN ORTHOPAEDIC RESEARCH; (III) EXCELLENCE IN THE RECRUITMENT AND RETENTION OF QUALIFIED ORTHOPAEDIC PHYSICIANS AND RELATED ALLIED HEALTH PROVIDERS, AND (IV) THE PROMOTION OF HEALTHCARE FOR A BROAD CROSS-SECTION OF THE HOSPITAL'S COMMUNITY.THE ORGANIZATION CURRENTLY PROVIDES CARE IN THE GREATER KANSAS CITY AREA. ITS PHYSICIANS PROVIDE ON-CALL SUPPORT FOR SEVERAL AREA HOSPITALS. THE ORGANIZATION HAS A FINANCIAL ASSISTANCE POLICY THAT COVERS PATIENTS WITHOUT ADEQUATE MEANS TO PAY FOR CARE AND ALSO BENEFITS THE COMMUNITY AS A PROVIDER UNDER MEDICARE AND MEDICAID. THE ORGANIZATION PROVIDES COMMUNITY EDUCATION / PARTICIPATES IN OUTREACH PROGRAMS THAT ARE OPEN TO THE PUBLIC AND INTENDS TO ENHANCE THE QUALITY AND EFFICIENCY OF PATIENT CARE THROUGH THE DEVELOPMENT AND IMPLEMENTATION OF STANDARDS OF CARE AND OTHER INITIATIVES. ORTHOPAEDIC SPECIALTY SERVICES"
P430,"THE AGENCY'S EMERGENCY SHELTER SERVED 242 RESIDENTS (139 WOMEN, 100 CHILDREN AND 3 MEN) IN 2016, PROVIDING OVER 5,949 NIGHTS OF EMERGENCY SHELTER AND 3,351 HOURS OF SUPPORTIVE ADVOCACY SERVICES INCLUDING COUNSELING, CASE MANAGEMENT, CRISIS INTERVENTION, DOMESTIC VIOLENCE/SEXUAL ASSAULT EDUCATION, SAFETY PLANNING, FINANCIAL ASSISTANCE, COURT AND HOSPITAL ADVOCACY, PARENTING SESSIONS, INDIVIDUAL CHILD SESSIONS, ASSISTANCE IN COMPLETING EX PARTE ORDERS OF PROTECTION, SUPPORT GROUP SERVICES (INCLUDING LIFE SKILLS SESSIONS), AND VICTIM ADVOCACY. (CONTINUED ON SCHEDULE O) TRUE NORTH SHELTER OUTCOMES: THE PRIMARY GOAL OF THE TRUE NORTH EMERGENCY SHELTER IS TO KEEP VICTIMS OF DOMESTIC VIOLENCE AND SEXUAL ASSAULT SAFE BY PROVIDING A SECURE AND CONFIDENTIAL RESIDENCE FOR VICTIMS FLEEING DANGEROUS (AND SOMETIMES LETHAL) SITUATIONS AND ENSURE THAT EVERY VICTIM OF DOMESTIC VIOLENCE OR SEXUAL ASSAULT LEAVES OUR PROGRAM SAFER THAN WHEN HE/SHE ARRIVED. RESIDENT DESTINATIONS OFTEN SERVE AS ONE INDICATOR OF PROGRAM EFFECTIVENESS. IN 2016, 50.63% OF THOSE EXITING THE EMERGENCY SHELTER LEFT THE PROGRAM FOR SAFE, PERMANENT (OR EXTENDED TRANSITIONAL - 2+ YEARS) HOUSING. 27.34% MOVED TO SAFE, TEMPORARY LOCATIONS. 11.86% MOVED BACK INTO AN UNSAFE SITUATION. OF THOSE LEAVING THE PROGRAM AND COMPLETING EXIT INTERVIEWS AND SURVEYS, THE FOLLOWING REPORTED THEY HAD MET OR MADE SIGNIFICANT PROGRESS ON THE FOLLOWING GOALS: SAFETY - 92.09%; HOUSING - 70.18%; LEGAL - 78.84%; SUPPORT SYSTEM - 87.63%; AND COMMUNITY RESOURCES - 85.71%. 92.68% ALSO REPORTED THEY WERE MORE HOPEFUL ABOUT THE FUTURE AND 96.88% REPORTED THEIR CHILDREN NOW HAVE A BETTER UNDERSTANDING OF WHAT HAS BEEN HAPPENING AT HOME. OUR MISSION IS TWOFOLD AS FOLLOWS: 1) TO PROVIDE A SAFE ENVIRONMENT BY EDUCATING, EMPOWERING, AND ADVOCATING FOR VICTIMS OF DOMESTIC VIOLENCE AND SEXUAL ASSAULT; AND 2) TO AFFECT SOCIAL CHANGE BY PROVIDING OPPORTUNITIES FOR INDIVIDUALS TO REALIZE AND PARTICIPATE IN THE COMMUNITY'S RESPONSIBILITY TO END DOMESTIC AND SEXUAL VIOLENCE."
P430,"THE TRUE NORTH EMERGENCY SHELTER SERVED 342 RESIDENTS (183 WOMEN, 132 CHILDREN AND 5 MEN AND 2 OTHERS) IN 2017, PROVIDING OVER 7,077 NIGHTS OF EMERGENCY SHELTER AND 3,683 HOURS OF SUPPORTIVE ADVOCACY SERVICES INCLUDING COUNSELING, CASE MANAGEMENT, CRISIS INTERVENTION, DOMESTIC VIOLENCE/SEXUAL ASSAULT EDUCATION, SAFETY PLANNING, FINANCIAL ASSISTANCE, COURT AND HOSPITAL ADVOCACY, PARENTING SESSIONS, INDIVIDUAL CHILD SESSIONS, ASSISTANCE IN COMPLETING EX PARTE ORDERS OF PROTECTION, SUPPORT GROUP SERVICES (INCLUDING LIFE SKILLS SESSIONS), AND VICTIM ADVOCACY. TRUE NORTH SHELTER OUTCOMES: THE PRIMARY GOAL OF THE TRUE NORTH EMERGENCY SHELTER IS TO KEEP VICTIMS OF (CONTINUED ON SCHEDULE O) DOMESTIC VIOLENCE AND SEXUAL ASSAULT SAFE BY PROVIDING A SECURE AND CONFIDENTIAL RESIDENCE FOR VICTIMS FLEEING DANGEROUS (AND SOMETIMES LETHAL) SITUATIONS AND ENSURE THAT EVERY VICTIM OF DOMESTIC VIOLENCE OR SEXUAL ASSAULT LEAVES OUR PROGRAM SAFER THAN WHEN HE/SHE ARRIVED. RESIDENT DESTINATIONS OFTEN SERVE AS ONE INDICATOR OF PROGRAM EFFECTIVENESS. IN 2017, 53.15% OF THOSE EXITING THE EMERGENCY SHELTER LEFT THE PROGRAM FOR SAFE, PERMANENT (OR EXTENDED TRANSITIONAL - 2+ YEARS) HOUSING. 25% MOVED TO SAFE, TEMPORARY LOCATIONS. 8.33% MOVED BACK INTO AN UNSAFE SITUATION. OF THOSE LEAVING THE PROGRAM AND COMPLETING EXIT INTERVIEWS AND SURVEYS, THE FOLLOWING REPORTED THEY HAD MET OR MADE SIGNIFICANT PROGRESS ON THE FOLLOWING GOALS: SAFETY - 77.50%; HOUSING - 73.14%; LEGAL - 67.31%; SUPPORT SYSTEM - 78.08%; AND COMMUNITY RESOURCES - 77.78%. 92.19% ALSO REPORTED THEY WERE MORE HOPEFUL ABOUT THE FUTURE AND 86.11% REPORTED THEIR CHILDREN NOW HAVE A BETTER UNDERSTANDING OF WHAT HAS BEEN HAPPENING AT HOME. OUR MISSION IS TWOFOLD AS FOLLOWS: 1) TO PROVIDE A SAFE ENVIRONMENT BY EDUCATING, EMPOWERING, AND ADVOCATING FOR VICTIMS OF DOMESTIC VIOLENCE AND SEXUAL ASSAULT; AND 2) TO AFFECT SOCIAL CHANGE BY PROVIDING OPPORTUNITIES FOR INDIVIDUALS TO REALIZE AND PARTICIPATE IN THE COMMUNITY'S RESPONSIBILITY TO END DOMESTIC AND SEXUAL VIOLENCE."
P20,"Lazarus Table is a commercial kitchen, staffed mostly by formerly homeless individuals, operating with volunteer support to serve over 23,942 hot meals in 2016. A boutique is operated in conjunction with the Saturday lunch meal. Volunteers guide each sojourner through the boutique, allowing each one to select clothing and personal items. Serving basic needs of homeless and underserved in downtown Kansas City, MO including food, clothing, shelter and medical needs, offering unlimited compassion while providing for the needs of Kansas City's urban core through a volunteer program which allows the opportunity for interpreting service as an expression of faith."
M20,"THE WWTFF IS A CHARITABLE FOUNDATION ESTABLISHED TO PROVIDE ASSISTANCE TO EMPLOYEES OF WORLD WIDE TECHNOLOGY, INC. WHO HAVE BEEN DIRECTLY IMPACTED BY A NATURAL DISASTER OR WHO HAVE BEEN SERIOUSLY IMPACTED BY AN UNEXPECTED HARDSHIP. THE FOUNDATION WILL MAKE DISASTER RELIEF AND EMERGENCY HARDSHIP PAYMENTS TO INDIVIDUALS WHO ARE EMPLOYEES OF WWT."
E210,PLEASE SEE SCHEDULE O FOR A COMPLETE DESCRIPTION OF PROGRAM SERVICE ACCOMPLISHMENTS. OPERATES SEVEN HOSPITALS AND HEALTH CARE CENTERS UNDER SIX SEPARATE HOSPITAL LICENSES IN THE GREATER ST. LOUIS METROPOLITAN AREA.
E210,PLEASE SEE SCHEDULE O FOR A COMPLETE DESCRIPTION OF PROGRAM SERVICE ACCOMPLISHMENTS. OPERATES SEVEN HOSPITALS AND HEALTH CARE CENTERS UNDER SIX SEPARATE HOSPITAL LICENSES IN THE GREATER ST. LOUIS METROPOLITAN AREA.
L40,"THE HARBOR HOUSE - THE HARBOR HOUSE PROVIDES SERVICES TO VICTIMS OF CRIME, ESPECIALLY THOSE WHO HAVE BEEN VICTIMIZED BY DOMESTIC VIOLENCE AND SEXUAL ASSAULT. THE HARBOR HOUSE IS STAFFED 24/7, AND PROVIDES SECURE, SAFE SHELTER FOR EMERGENCY SITUATIONS. THE HARBOR HOUSE PROGRAM OFFERS A FULL RANGE OF SUPPORT SERVICES, INCLUDING CASE MANAGEMENT, VICTIM ADVOCACY, ASSISTANCE IN OBTAINING COURT ORDERS OF PROTECTION, FOOD, CHILD CARE, TRANSPORTATION, REFERRAL, SUPPORT GROUPS, LICENSED PROFESSIONAL COUNSELING, JOB COUNSELING AND LIFE SKILLS EDUCATION. WHEN LIFE HURTS WE HELP BY OFFERING IMMEDIATE, COMPASSIONATE SUPPORT WITHOUT JUDGMENT; PROVIDING SAFETY, SHELTER AND HOPE; FEEDING THE HUNGRY; AND KEEPING FAMILIES IN THEIR HOMES."
P33Z,"Provided the very best in educational and child care needs. Provided a sound, accelerated academic curriculum in a wholesome and safe Christian environment. The Organization is purposed to provide the very best in educational and child care needs. The Organization has pledged to provide a sound, accelerated academic curriculum in a wholesome and safe Christian environment."
D200,HUMANE SOCIETY - ANIMAL SHELTER HUMANE SOCIETY
K31,"The Food Bank for Central and Northeast Missouri, Inc. partners with 129 hunger relief agencies in a 32 county service area helping to feed approximately 114,000 people per month. In addition, the Food Bank partnered with 140 elementary schools through a program called Buddy Packs. Food is sent home with children over weekends and holiday periods. The Food Bank for Central and Northeast Missouri, Inc. (The Food Bank) is a regional disaster and hunger relief network that acquires and distributes millions of pounds of donated food annually. Its mission is to help and feed people in need."
K31,"The Food Bank for Central and Northeast Missouri, Inc. partners with 129 hunger relief agencies in a 32 county service area helping to feed approximately 114,000 people per month. In addition, the Food Bank partnered with 140 elementary schools through a program called Buddy Packs. Food is sent home with children over weekends and holiday periods. The Food Bank for Central and Northeast Missouri, Inc. (The Food Bank) is a regional disaster and hunger relief network that acquires and distributes millions of pounds of donated food annually. Its mission is to help and feed people in need."
L20,"PROVIDED PERMANENT HOUSING TO 32 LOW INCOME, DISABLED INDIVIDUALS AND FAMILIES SAVE DEVELOPMENT, INC. PROVIDES COMPREHENSIVE HOUSING SOLUTIONS TO EMPOWER SOCIALLY AND MEDICALLY DISADVANTAGED PEOPLE TO IMPROVE THEIR HEALTH AND LEAD STABLE LIVES WITH PERSONAL DIGNITY."
L20,"PROVIDED PERMANENT HOUSING TO 35 LOW INCOME, DISABLED INDIVIDUALS AND FAMILIES SAVE DEVELOPMENT, INC. PROVIDES COMPREHENSIVE HOUSING SOLUTIONS TO EMPOWER SOCIALLY AND MEDICALLY DISADVANTAGED PEOPLE TO IMPROVE THEIR HEALTH AND LEAD STABLE LIVES WITH PERSONAL DIGNITY."
A600,"PERFORMING ARTS - TO SERVE OUR COMMUNITY BY PROVIDING ACCESS TO THE BEST IN ALL PERFORMING ARTS DISCIPLINES, INCLUDING CLASSICAL MUSIC IN ALL ITS VARIOUS FORMS, JAZZ, POPULAR MUSIC, DANCE BOTH CONTEMPORARY AND CLASSICAL, AND THEATRE DRAMATIC AND MUSICAL, AND TO THE EXTENT POSSIBLE, ENCOURAGE THE DEVELOPMENT OF NEW WORKS THROUGH COMMISSIONING AND ARTISTIC RESIDENCIES. PERFORMING ARTS ASSOCIATION IS A NONPROFIT CORPORATION FORMED IN 1979 TO STRENGTHEN THE PERFORMING ARTS IN ST. JOSEPH AND TO SUPPORTTHE DEVELOPMENT OF THE MISSOURI THEATER INTO A REGIONAL CENTER FOR THE PERFORMING ARTS."
S81,"ACHIEVEMENTS INCLUDE PROVIDING INFORMATION TOMEMBERS;PROVIDING EDUCATIONAL OPPORTUNITIES, ANDADVOCATES FOR THE POOR SERVICE COMMUNITY NEEDS"
X21B,"TRAINING AND CONTINUING SERVICES FOR PASTORS, CONGREGATIONS AND LAYLEADERS IN CARING MINISTRIES(DONATED SERVICES IN THE AMOUNT OF $23,320 WERE ALSO UTILIZED IN THESE PROGRAMS) TRAINING AND CONTINUING SERVICES FOR PASTORS, CONGREGATIONS AND LAY LEADERS IN CARING MINISTRIES"
E30,"SEE SCHEDULE O VNA CORPORATION DBA VISITING NURSE ASSOCIATION, FOUNDED IN 1891, IS THE LARGEST HOME HEALTH AGENCY IN THE GREATER KC METRO AREA PROVIDING OVER 82,000 VISITS ANNUALLY."
P81Z,PROVIDING MEALS FOR SENIOR CITIZENS PROVIDING MEALS FOR SENIOR CITIZENS AND DISABLED.
L20,"The HFHSL City Community Housing Development Organization II is an independent, freestanding organization created for the sole purpose of obtaining and spending Community Housing Development Organization funds consistent with all applicable rules and regulations pertaining thereto. The HFHSL City Community Housing Development Organization II is an independent, freestanding organization created for the sole purpose of obtaining and spending Community Housing Development Organization funds consistent with all applicable rules and regulations pertaining thereto."
L20,"THE HFHSL CITY COMMUNITY HOUSING DEVELOPMENT ORGANIZATION II IS AN INDEPENDENT, FREESTANDING ORGANIZATION CREATED FOR THE SOLE PURPOSE OF OBTAINING AND SPENDING COMMUNITY HOUSING DEVELOPMENT ORGANIZATION FUNDS CONSISTENT WITH ALL APPLICABLE RULES AND REGULATIONS PERTAINING THERETO. THE HFHSL CITY COMMUNITY HOUSING DEVELOPMENT ORGANIZATION II IS AN INDEPENDENT, FREESTANDING ORGANIZATION CREATED FOR THE SOLE PURPOSE OF OBTAINING AND SPENDING COMMUNITY HOUSING DEVELOPMENT ORGANIZATION FUNDS CONSISTENT WITH ALL APPLICABLE RULES AND REGULATIONS PERTAINING THERETO."
P33Z,"IMPROVING THE QUALITY OF LIFE FOR FAMILIES THROUGH THE PROVISION OF ADVOCACY, ECONOMIC ENHANCEMENT, EDUCATION, SOCIAL SERVICES, RECREATION AND THE PROMOTION OF LATINO CULTURE. BILINGUAL SERVICES INCLUDE HEALTH AND SOCIAL SERVICES, EDUCATION, JOB TRAINING AND EMPLOYMENT, YOUTH AND CULTURAL EVENTS. TO IMPROVE THE QUALITY OF LIFE FOR INDIVIDUALS IN THE LATINO COMMUNITIES OF GREATER KANSAS CITY BY PROVIDING EARLY CHILDHOOD, SECONDARY AND ADULT EDUCATIONAL PROGRAMS, FACILITATING ACCESS TO HEALTH AND SOCIAL SERVICES FOR ALL AGES, PROMOTING AND PROVIDING LATINO CULTURAL ENRICHMENT EVENTS AND SPONSORING SOCIAL ACTIVITIES THAT ENGAGE OUR DIVERSE COMMUNITIES."
E22I,THE FOUNDATION PROVIDES HEALTH CARE SERVICES THROUGH FUNDRAISING ACTIVITIES AND OTHER SPECIAL EVENTS TO ASSIST PATIENTS OF THE SOUTHEAST HEALTH HOSPITAL AND TO OTHER LOCAL CHARITABLE ORGANIZATIONS. THE ORGANIZATION'S PURPOSE IS TO ASSIST SOUTHEASTHEALTH IN PROVIDING HEALTH CARE SERVICES THROUGH FUNDRAISING ACTIVITIES AND OTHER SPECIAL EVENTS.
P28Z,"YOUTH SERVICES DEPARTMENT - PARTNERS WITH YOUNG PEOPLE TO PROVIDE QUALITY PROGRAMMING YEAR ROUND. PROVIDE OPPORTUNITIES FOR ACADEMIC ENRICHMENT AND SOCIAL INVOLVEMENT WHILE CONNECTING YOUTH WITH THE LARGER COMMUNITY. SERVED 63 YOUTH IN THE MAIN PROGRAM COMPONENTS IN 2016. OVER 125 OTHER YOUTH WERE INVOLVED IN OTHER ACTIVITIES AT THE CENTER IN 2016 INCLUDING SOCCER LEAGUE PARTICIPANTS, COMMUNITY GARDEN PARTICIPANTS AND AMATEUR BOXING PARTICIPANTS. SUMMER DAY CAMP SERVED 58 YOUTH IN 2016. FOCUS ON READING RETENTION AND PARTNERSHIPS WITH UNITED WAY AND RAINY DAY BOOKS PROVIDE ALL PARTICIPANTS WITH FREE BOOKS. COMMUNITY GARDEN IS AN ONGOING PROJECT THAT BRINGS THE YOUTH AND COMMUNITY TOGETHER BY PROVIDING VALUABLE SKILLS AND HEALTHY FOOD OPTIONS. THE AFTER-SCHOOL PROGRAM AND SUMMER PROGRAM YOUTHS PARTICIPATED IN NUMEROUS STEM ACTIVITIES AND THE YOUTH PROGRAM CONTINUES TO BE PART OF THE QUALITY MATTERS INITIATIVE THROUGH UNITED WAY. THE BOXING CLUB HAD OVER 50 PARTICIPANTS ENROLLED AND AVERAGED 20 PARTICIPANTS PER DAY IN 2016. THE AMATEUR BOXERS IN THE BOXING CLUB PARTICIPATED IN 4 BOXING SHOWS IN KANSAS CITY AND 1 SHOW IN ST. LOUIS IN 2016. 2 BOXERS PARTICIPATED IN THE ANNUAL KANSAS CITY GOLDEN GLOVES. ENHANCING THE QUALITY OF LIFE AND MEETING THE NEEDS OF THE COMMUNITY THROUGH SOCIAL, EDUCATIONAL, HEALTH, AND RECREATIONAL PROGRAMMING."
P28Z,"YOUTH SERVICES DEPARTMENT - PARTNERS WITH YOUNG PEOPLE TO PROVIDE QUALITY PROGRAMMING YEAR ROUND. PROVIDE OPPORTUNITIES FOR ACADEMIC ENRICHMENT AND SOCIAL INVOLVEMENT WHILE CONNECTING YOUTH WITH THE LARGER COMMUNITY. SERVED OVER 60 YOUTH IN THE MAIN PROGRAM COMPONENTS IN 2017. OVER 151 OTHER YOUTH WERE INVOLVED IN OTHER ACTIVITIES AT THE CENTER IN 2017 INCLUDING SOCCER LEAGUE PARTICIPANTS, COMMUNITY GARDEN PARTICIPANTS AND AMATEUR BOXING PARTICIPANTS. SUMMER DAY CAMP SERVED 52 YOUTH IN 2017. FOCUS ON READING RETENTION AND PARTNERSHIPS WITH UNITED WAY AND RAINY DAY BOOKS PROVIDE ALL PARTICIPANTS WITH FREE BOOKS. COMMUNITY GARDEN IS AN ONGOING PROJECT THAT BRINGS THE YOUTH AND COMMUNITY TOGETHER BY PROVIDING VALUABLE SKILLS AND HEALTHY FOOD OPTIONS. THE AFTER-SCHOOL PROGRAM AND SUMMER PROGRAM YOUTHS PARTICIPATED IN NUMEROUS STEM ACTIVITIES AND THE YOUTH PROGRAM CONTINUES TO BE PART OF THE QUALITY MATTERS INITIATIVE THROUGH UNITED WAY. THE BOXING CLUB HAD OVER 50 PARTICIPANTS ENROLLED AND AVERAGED 25 PARTICIPANTS PER DAY IN 2017. WHATSOEVER BOXING CLUB HOSTED A TOURNAMENT WITH 23 BOUTS AND SEVERAL HUNDRED PEOPLE IN ATTENDANCE. ENHANCING THE QUALITY OF LIFE AND MEETING THE NEEDS OF THE COMMUNITY THROUGH SOCIAL, EDUCATIONAL, HEALTH, AND RECREATIONAL PROGRAMMING."
F60,"PROVIDED EDUCATION TO PARENTS AND TEENS IN THE AREAS OF BULLYING, SUBSTANCE ABUSE, PARENTING, AND CHARACTER TRAINING. FUNDED THE DARE PROGRAM T-SHIRTS FOR STUDENTS IN THE LEE'S SUMMIT SCHOOL DISTRICT. The organization's mission is: A non-profit community coalition dedicated to preventing youth substance use and violence, empowering positive parenting and promoting exemplary character."
W30Z,"The VFW serves veterans and the public. The organization provides fellowship for member of VFW through the use of this social hall, members of the VFW are offered an opportunity to socialize with other members. The public benefits by events such as the Bill Boucher scholarship fund awarded to Monett High School senior based on completion of application, essay and goals that is payable to college or university of their choice. The VFW also provides other services such as funerals, honor flights, and various other donations. This is a fraternal veterans organization whose mission is to serve veterans. This is accomplished through donations, both monetary and tangible, through deeds and services."
E110,"SEE SCHEDULE O PROMOTION AND SUPPORT OF MEDICAL EDUCATION, RESEARCH, AND PATIENT CARE PROGRAMS FOR THE BENEFIT OF SAINT LUKE'S HEALTH SYSTEM."
E110,"SEE SCHEDULE O PROMOTION AND SUPPORT OF MEDICAL EDUCATION, RESEARCH, AND PATIENT CARE PROGRAMS FOR THE BENEFIT OF SAINT LUKE'S HEALTH SYSTEM."
P600,"FOOD PANTRY DISTRIBUTIONS:IN 2016, CIRCLE OF CONCERN FED APPROXIMATELY 600 FAMILIES EACH MONTH, SERVING APPROXIMATELY 1200 HOUSEHOLDS THROUGHOUT WEST ST. LOUIS COUNTY. THROUGH MONTHLY APPOINTMENTS, FAMILIES MET WITH VOLUNTEER INTAKE WORKERS TO DISCUSS SIMPLE BUDGETING, OBSTACLES, ADDITIONAL PROGRAMS AND COMMUNITY RESOURCES; AND PROGRESS TOWARD PERSONAL AND HOUSEHOLD GOALS. CLIENT FAMILIES RECEIVED A VARIETY OF NONPERISHABLE ITEMS AND FRESH FOODS - INCLUDING EGGS, DAIRY, PRODUCE AND FROZEN MEATS; AS WELL AS DETERGENT, DIAPERS AND PERSONAL CARE ITEMS. IMPROVING EVERY LIFE IN OUR COMMUNITY BY REDUCING HUNGER AND POVERTY."
P600,"FOOD PANTRY DISTRIBUTIONS:IN 2017, CIRCLE OF CONCERN FED APPROXIMATELY 3,365 INDIVIDUALS, SERVING APPROXIMATELY 1,179 HOUSEHOLDS THROUGHOUT WEST ST. LOUIS COUNTY. THROUGH MONTHLY APPOINTMENTS, FAMILIES MET WITH VOLUNTEER INTAKE WORKERS TO DISCUSS SIMPLE BUDGETING, OBSTACLES, ADDITIONAL PROGRAMS AND COMMUNITY RESOURCES; AND PROGRESS TOWARD PERSONAL AND HOUSEHOLD GOALS. CLIENT FAMILIES RECEIVED A VARIETY OF NONPERISHABLE ITEMS AND FRESH FOODS - INCLUDING EGGS, DAIRY, PRODUCE AND FROZEN MEATS; AS WELL AS DETERGENT, DIAPERS AND PERSONAL CARE ITEMS. IMPROVING EVERY LIFE IN OUR COMMUNITY BY REDUCING HUNGER AND POVERTY."
L22,"WE PROVIDE A MULTITUDE OF SERVICES FOR INDIVIDUALS WITH DEVELOPMENTAL DISABILITIES IN STE GENEVIEVE COUNTY, MISSOURI, INCLUDING PERSONAL ASSISTANCE. TO SECURE RESOURCES THAT SUPPORT STE. GENEVIEVE COUNTY BOARD FOR THE DEVELOPMENTALLY DISABLED IN MAXIMIZING THE QUALITY OF LIFE OF THE STE. GENEVIEVE COUNTY RESIDENTS WHO HAVE A DEVELOPMENTAL DISABILITY AND THEIR FAMILIES."
X20,"COUNSELING SERVICES A CHRISTIAN MINISTRY PROVIDING BIBLICALLY-BASED COUNSELING SERVICES AND EDUCATION THROUGH CONSULTATIONS, RETREATS, CONFERENCES AND OTHER TEACHING EVENTS."
L20,USDA RD LOW INCOME ELDERLY RENTAL HOUSING PROGRAM Provide the elderly and low income persons residential rental housing using USDA RD assistance porgrams.
E70,"Saving KidSight (the Organization), is dedicated to its mission of changing lives of children by saving sight. The Organization offers free children's vision screenings at daycares, preschools and community events in the hopes of detecting the 5% of children who have amblyopia, also called lazy eye. The Organization is affiliated with the Missouri Lions, but maintains its own separate Board of Directors. We change lives by saving sight."
E70,"Saving KidSight (the Organization), provides a mobile vision screening program that goes into daycares, preschools, schools, and community events. Children are screened for serious vision disorders, amblyopia and strabismus, which can lead to significant visual impairment if left untreated, as well as other more common vision disorders. After detection, KidSight provides intervention and referrals through the KidSight Vision Care Network. The Vision Care Network answers questions that parents may have about the screening, and can aid them with finding an eye doctor, navigating the health care system and locating financial assistance. The Organization is affiliated with the Missouri Lions MD26, but maintains separate bylaws and its own board of directors. Prevent vision conditions and promote healthy eyesight in children."
